LGA_CODE,LGA_NAME,s_mean_nonstrata,s_mean_strata,s_median_nonstrata,s_median_strata,s_mean_sales,s_median_sales,r_one_br,r_two_br,r_three_br,r_four_or_more_br,r_bedsitter,r_not_specified,r_flat,r_house,r_other,r_townhouse,r_weekly_rent_median,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA12950,Gilgandra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,220.0,250,541,233,216,410,428,552,607,511,354,134,791,2446,999,18.673276676109534,57.74315391879132,23.583569405099148,3679,158,95.88219963513158,4.117800364868387,943,233,1130,409,327,9,2306,745,75.58177646673222,24.418223533267778,45,537,1199,998,2.4,1716,119,258,268,1081,1726,49.854735618826254,3.457292271934922,7.495642068564787,7.78617083091226,31.406159209761768,50.145264381173746,0,3679,0,0,0,0,0,0,0,0,32,3,0,9,4,3,18,0,0,0,3,0,0,0,3,0,0,0,0,0,7,21,0,0,0,13,0,4,0,3,0,0,0,0,0,0,3,0,0,0,17,403,934,195,1099,373,323,9,387,6.785090273733256,34.653465346534645,27.16948165404776,61.82294700058241,10.133954571927779,5.445544554455446,15.579499126383224,1.8345952242283048,1.45602795573675,12.521840419336051,1.3489208633093526,7.553956834532374,24.3705035971223,31.924460431654676,20.593525179856115,10.161870503597124,30.75539568345324,13.758992805755394,5.215827338129497,2.6978417266187047,3.5071942446043165,0.015743073047858942,17.758186397984886,24.496221662468514,42.2544080604534,17.191435768261965,9.634760705289672,26.82619647355164,11.083123425692694,4.030226700251888,2.0780856423173804,7.997481108312344,4.156171284634762,5.8,55.0,51.9,34,14,240,190,628,57,72,750,0.20228462636839603,0.08329366968110423,1.4278914802475011,1.1304140885292715,3.7363160399809616,0.7674916706330319,2.9509757258448364,4831.5057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26448,0.029999999329447743,0.20125530448308945,17.979999542236328,5322.80029296875,26448,0.119999997317791,0.25183266087582235,20.38999938964844,6660.47021484375
LGA13010,Glen Innes Severn,207.52438999999998,0.0,175.0,0.0,207.52438999999998,175.0,150.0,195.0,250.0,0.0,0.0,0.0,160.0,242.5,0.0,0.0,230.0,455,1059,472,386,809,929,1072,1368,1297,706,279,1514,5036,2282,17.142210144927535,57.01992753623188,25.837862318840585,7219,581,92.55128205128204,7.44871794871795,2114,436,2314,734,621,27,4864,1382,77.87383925712457,22.12616074287544,47,478,1111,838,2.2,3429,291,790,614,2196,3891,46.84426229508197,3.9754098360655736,10.792349726775956,8.387978142076504,30.0,53.15573770491804,0,7219,0,0,0,3,0,18,0,0,190,3,0,23,3,0,25,5,0,0,11,3,8,6,0,7,5,0,0,10,27,73,0,3,7,23,0,23,6,11,0,0,0,3,0,7,13,4,11,0,63,1035,2096,384,2235,663,610,27,1059,5.909649242527638,39.64787771256994,25.13989354442473,64.78777125699467,8.598334925617579,3.589463627678449,12.187798553296027,1.760611437150266,0.8188890405350076,14.535280469496383,1.0909090909090908,10.272727272727273,27.5,37.77272727272727,21.727272727272727,10.954545454545457,32.68181818181818,11.545454545454545,2.9545454545454546,1.9545454545454544,2.590909090909091,0.015195791934541203,23.348918760958504,26.651081239041496,50.0,16.686148451198132,8.737580362361193,25.423728813559322,8.357685563997663,2.308591466978376,1.3734658094681471,6.63354763296318,4.383401519579194,8.1,47.9,44.1,88,67,496,521,1247,128,198,1579,0.22974701720491866,0.1749210244628358,1.2949377333368144,1.3602067723154845,3.2556196642560637,0.8511082682818578,3.2556196642560637,5479.977,10.0,4.0,0.0,0.0,0.0,14.0,0.0,14.0,29400,0.019999999552965164,0.1888591989530187,23.690000534057614,5552.46044921875,29400,0.03999999910593033,0.22318334462691328,22.100000381469727,6561.59033203125
LGA13310,Goulburn Mulwaree,456.7404,327.08333,430.0,334.75,443.84632999999997,424.0,220.0,267.5,350.0,415.0,0.0,300.0,235.0,350.0,370.0,300.0,330.0,1742,3632,1741,1669,3567,3518,4040,3954,3250,1760,738,5374,18489,5748,18.148660970585254,62.43963391982709,19.411705109587654,24472,2945,89.25848925848926,10.741510741510742,8512,1596,7412,2177,1364,129,17520,3670,82.6805096743747,17.319490325625296,42,625,1505,1196,2.4,11235,913,2278,1655,8160,13006,46.34709789200115,3.7663462728435295,9.397302091497876,6.8272761024710205,33.661977641186425,53.65290210799885,6,24472,18,3,18,24,21,77,17,23,690,28,26,101,32,13,145,23,23,11,43,57,7,66,38,29,22,0,6,33,88,314,31,24,15,152,21,102,13,50,8,18,16,46,14,9,63,24,16,26,322,2193,8425,1381,7133,1934,1292,129,3000,6.993728338009572,29.69962039940584,25.35897012708368,55.058590526489525,13.199372833800954,7.3857072124112895,20.585080046212248,3.705231886449909,1.2625845849150026,12.394784617923749,0.7355838696965716,6.094837777485878,19.492972546959148,25.587810324445034,17.74596085642979,12.793905162222512,30.539866018652305,20.13660843294365,7.2244844345199,4.4003677919348485,2.0622619203993167,0.01049844805550484,16.277159028665327,21.051670622603613,37.32882965126893,15.911995618039072,11.192258535694725,27.104254153733798,15.272959649443125,5.870001825817053,3.3412452072302354,6.874201205039254,3.1586635019171077,6.3,56.0,52.5,508,341,1935,2068,4907,331,572,5811,0.37187783666656893,0.2496266580773623,1.4165031770665573,1.5138648941465842,3.5921349301630987,0.6610348159643934,2.573131094257855,3220.0796,87.0,1.0,0.0,4.0,0.0,88.0,4.0,92.0,18299,0.059999998658895486,0.35481721913595005,70.63999938964844,6492.80029296875,18299,0.09000000357627869,0.4119317696663752,50.34000015258789,7537.939453125
LGA13340,Greater Hume Shire,274.59211,0.0,213.5,0.0,271.91026,202.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,627,1610,677,399,887,1084,1429,1573,1241,558,259,2237,6049,2058,21.626063418406805,58.47834493426141,19.895591647331788,8918,614,93.55853965589591,6.441460344104072,2731,815,2475,809,502,17,6021,1328,81.92951421962171,18.07048578037828,44,600,1439,1168,2.5,4487,234,726,533,2137,3630,55.279043981766655,2.8828384871257855,8.944191203646668,6.566465442897623,26.327460884563266,44.720956018233345,0,8918,0,0,0,6,0,5,8,0,196,19,3,49,3,3,9,0,0,0,21,3,9,3,0,5,6,0,0,0,44,89,5,0,5,24,0,10,0,12,0,5,0,9,0,0,17,3,5,3,34,822,2685,718,2356,711,463,17,740,7.49045213748922,30.984353825304915,27.20216828877664,58.18652211408156,13.564124676604655,6.184550942466428,19.748675619071086,2.5502032770728102,1.7986940988049769,10.225452753480349,0.6993006993006993,5.631210894368789,20.35333087964667,25.984541774015455,19.101950680898053,13.47073978652926,32.572690467427314,18.365844681634158,5.520794994479205,4.232609495767392,2.42914979757085,0.01056910569105691,15.447154471544714,21.84281842818428,37.289972899728994,17.398373983739837,11.40921409214092,28.807588075880762,13.929539295392955,4.390243902439025,3.1978319783197837,7.777777777777778,3.550135501355013,4.6,59.6,56.9,123,101,708,702,1692,117,196,2007,0.27369217418393005,0.22473910237867425,1.5753988562782315,1.5620480185131618,3.764936249749672,0.6964687034111391,2.178411695333882,5749.5185,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,33002,-0.029999999329447743,0.2183876728825147,14.399999618530273,7207.22998046875,33002,0.12999999523162842,0.2690112767786801,13.380000114440918,8877.91015625
LGA13450,Griffith,328.07251,0.0,319.5,0.0,324.03635,310.0,180.0,250.0,330.0,375.0,0.0,285.0,250.0,340.0,280.0,0.0,300.0,1793,3573,1624,1537,3518,3097,3323,3035,2050,1418,669,5366,16134,4137,20.93068611772048,62.932480399422715,16.136833482856808,18126,4819,78.99760296360863,21.00239703639137,6924,1428,5944,1577,1617,292,14296,3486,80.39590597233158,19.604094027668427,37,674,1555,1331,2.7,10515,666,1206,1335,6559,9766,51.846555889749034,3.283861742517628,5.9464523445589474,6.582515655046596,32.34061436812781,48.153444110250966,108,18126,9,0,0,5,12,68,0,18,230,170,13,28,4,20,978,10,12,5,28,1055,4,23,15,85,8,8,12,7,28,432,0,121,11,222,4,35,7,88,3,30,155,36,4,88,34,3,6,43,532,2694,6830,1208,5706,1371,1540,288,2467,7.235154862892089,26.19352929571908,28.861708423752216,55.05523771947129,13.41487472874334,6.15506016965871,19.569934898402053,2.9197080291970803,1.568356677845729,13.651607812191756,1.3128756722556154,5.362227143309079,17.24137931034483,22.603606453653907,18.111357165453967,14.457450173995571,32.56880733944954,19.677317304650426,7.118000632711168,4.3815248339133195,2.7206580196140457,0.013680858591815072,12.654794197428943,19.235758933836536,31.890553131265477,16.688288713291662,12.265597358179033,28.95388607147069,16.417030310178088,5.967684868498644,3.8801745488854817,7.736761410543697,3.785823799976413,4.8,60.7,57.8,290,207,1632,1213,3599,252,397,4246,0.2848806939300765,0.20334587463284773,1.6031906637720168,1.1915871784040788,3.5354676463942947,0.6375433460711023,2.9617768696523474,1639.1728,56.0,1.0,0.0,1.0,0.0,57.0,1.0,58.0,9238,0.09000000357627869,0.4034044059692303,42.95000076293945,3726.64990234375,9238,0.119999997317791,0.4792519581991502,71.5,4427.32958984375
LGA13550,Gunnedah,357.3565200000001,0.0,351.5,0.0,381.23800000000006,354.0,0.0,250.0,310.0,425.0,0.0,0.0,250.0,325.0,0.0,0.0,307.5,918,1609,702,664,1520,1376,1532,1573,1192,801,318,2527,7367,2311,20.704629250307256,60.36050798852929,18.934862761163462,10502,583,94.7406405051872,5.25935949481281,3092,677,3178,922,679,42,6947,1643,80.8731082654249,19.12689173457509,40,618,1586,1253,2.5,4664,381,744,763,3133,5021,48.15694372741353,3.9339184305627257,7.6819824470831195,7.878162106350025,32.348993288590606,51.84305627258647,3,10502,0,0,0,8,4,32,0,4,120,0,6,22,3,7,18,4,0,0,9,9,3,10,0,0,7,0,0,0,10,93,3,5,14,43,5,17,0,40,0,4,0,3,0,4,20,10,7,0,37,1120,3058,581,3099,842,651,42,1055,6.713488948564347,31.481098946498662,24.74695310886181,56.22805205536047,11.991324106589547,7.064656062796942,19.05598016938649,4.823383598430078,2.5511258004544515,10.627969427804173,0.9110901665095822,5.372290292177192,19.101476594407792,24.473766886584983,16.49387370405278,12.943763744894753,29.43763744894753,19.164310398994655,7.948476280238768,5.780710021991832,2.7646874018221803,0.010809618354290756,15.596735054048093,19.788219722038384,35.38495477608648,14.934921685418045,10.964041473637767,25.89896315905581,15.332009706596072,6.750496360026473,4.3679682329583045,7.1475843812045,4.0370615486432815,5.5,58.8,55.5,116,100,771,654,1878,149,233,2266,0.2299716500465891,0.1982514224539561,1.5285184671200016,1.296564302848873,3.723161713685296,0.7573204337741123,2.5039154655934657,4987.0295,24.0,1.0,0.0,1.0,0.0,25.0,1.0,26.0,27138,0.07000000029802322,0.2231881451401172,17.610000610351562,6056.8798828125,27138,0.07999999821186066,0.25263358445146106,21.209999084472656,6855.97021484375
LGA13660,Gwydir,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,230.0,0.0,0.0,200.0,330,642,248,229,440,520,737,739,773,441,155,972,2913,1369,18.50019033117625,55.44347164065474,26.056338028169012,4433,212,95.43595263724434,4.564047362755652,1285,271,1296,420,396,9,2852,825,77.56323089475116,22.43676910524884,48,489,1178,910,2.3,2261,154,384,380,1106,2024,52.7654609101517,3.5939323220536763,8.96149358226371,8.868144690781797,25.81096849474913,47.23453908984831,0,4433,0,0,0,0,0,3,0,3,76,6,0,18,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,9,25,4,0,0,12,0,8,0,4,0,0,0,4,0,0,13,0,0,3,14,607,1271,233,1261,383,388,9,600,7.573992076439057,36.56490328594733,24.77278023770683,61.33768352365416,10.393847587974829,3.868562106735027,14.262409694709856,1.8643672803542295,1.1885341412258217,13.773013283616875,1.896425966447848,9.409190371991247,25.16411378555799,34.57330415754923,20.204230488694385,11.013858497447119,31.218088986141506,14.004376367614881,3.3552151714077314,2.115244347191831,2.844638949671773,0.02301150575287644,20.31015507753877,24.56228114057028,44.872436218109044,17.45872936468234,8.804402201100551,26.26313156578289,9.954977488744372,2.6513256628314164,1.7508754377188591,7.503751875937969,4.702351175587794,4.8,51.1,48.6,30,38,305,289,667,55,77,794,0.1481554644673811,0.1876635883253494,1.5062472220850411,1.4272309743691047,3.2939898266581067,0.6518840436564769,3.368067558891797,9259.6542,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,49658,0.029999999329447743,0.1804917510773692,15.229999542236328,8962.859375,49658,0.07000000029802322,0.20559085079443395,10.510000228881836,10209.23046875
LGA13800,Hawkesbury,999.2429900000001,435.83333,825.0,451.0,926.04409,785.0,290.0,362.5,440.0,565.0,0.0,430.0,315.0,462.5,420.0,410.0,430.0,4101,8769,4580,4387,8030,8115,9554,7833,5571,2640,1010,12870,42499,9221,19.925685090571296,65.79811116271868,14.276203746710017,52539,7938,86.87434892603801,13.125651073962002,20424,3716,16979,4310,2253,181,41119,6744,85.90978417566805,14.090215824331946,38,728,1916,1668,2.8,25506,1701,4723,2409,17375,26208,49.32126696832579,3.289244691959624,9.132923386317053,4.658313029353754,33.59825192404378,50.67873303167421,0,52539,0,8,4,57,38,239,74,28,2351,74,41,298,88,39,135,46,33,12,181,191,21,42,79,105,475,13,8,0,245,833,63,26,34,261,43,250,35,248,49,30,14,87,70,12,142,60,68,24,652,4109,20236,3164,16371,3642,2061,181,3783,8.473560017020619,25.294959576031875,25.01063788634869,50.30559746238057,16.471316390081622,9.48899462303199,25.960311013113607,4.897296042706278,1.9302928319987624,8.432942632780161,0.8460236886632826,4.200945212672853,13.145457727988793,17.346402940661648,14.668300367582704,14.067331816325341,28.73563218390805,23.863702666433284,10.753252815216758,7.643386428613106,1.5986930392671683,0.010845579604676277,9.59669468050143,15.052349875581012,24.649044556082444,14.770646509225786,12.751772383679983,27.52241889290577,20.019719235644867,9.507488614488944,7.15526550542279,7.840743696887177,2.22076153810038,4.3,65.3,62.5,1275,704,4781,4847,11955,702,1290,13937,0.42661973291931704,0.2355610133138817,1.5997403475194154,1.6218241925175918,4.000187378078772,0.6665305944904153,1.6191473628208433,2775.1377,547.0,0.0,0.0,5.0,0.0,547.0,5.0,552.0,15471,0.10999999940395357,0.4389341348329132,34.299999237060554,6790.75,15471,0.10000000149011612,0.4846099405743003,61.4000015258789,7497.400390625
LGA13850,Hay,135.28125,0.0,136.0,0.0,135.28125,136.0,0.0,155.0,220.0,0.0,0.0,0.0,150.0,210.0,0.0,0.0,180.0,143,378,173,150,297,277,461,424,358,233,60,521,1782,651,17.637102234258638,60.32498307379824,22.03791469194313,2350,188,92.5925925925926,7.4074074074074066,770,222,625,234,213,8,1617,455,78.04054054054053,21.959459459459463,46,587,1344,1075,2.3,1212,90,189,170,766,1215,49.938195302843006,3.708281829419036,7.787391841779975,7.00453234445818,31.56159868149979,50.061804697156994,0,2350,0,0,0,0,0,3,0,0,25,12,0,6,7,0,14,0,0,0,0,19,0,0,0,0,0,0,0,3,4,37,0,6,0,5,0,5,0,7,0,0,0,3,0,0,3,0,0,0,18,407,760,206,600,205,201,8,354,7.339073390733907,30.13530135301353,24.887248872488733,55.022550225502265,12.710127101271011,5.0840508405084055,17.794177941779413,2.747027470274703,1.4760147601476017,15.621156211562116,0.819672131147541,9.016393442622949,20.491803278688526,29.508196721311478,17.896174863387976,12.021857923497267,29.91803278688525,15.710382513661203,3.8251366120218577,3.6885245901639343,3.4153005464480874,0.014787430683918669,18.391866913123845,19.870609981515717,38.26247689463956,17.282809611829947,10.166358595194083,27.44916820702403,11.922365988909426,4.066543438077634,2.4029574861367844,8.872458410351204,5.545286506469501,4.6,55.9,53.2,18,18,140,154,382,37,35,458,0.15956032266643028,0.15956032266643028,1.2410247318500134,1.3651272050350147,3.3862246254764647,0.6382412906657211,3.581242797624324,11325.9324,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63883,0.07000000029802322,0.20375047205438065,62.61000061035156,13016.19140625,63883,0.12999999523162842,0.38942095559460266,11.300000190734865,24877.37890625
LGA13910,Hilltops,261.06635,0.0,238.8885,0.0,261.06635,238.8885,0.0,230.0,250.0,320.0,0.0,0.0,220.0,270.0,0.0,0.0,250.0,1102,2511,1148,899,1683,2018,2439,2535,2396,1254,516,3613,10722,4166,19.528674125722933,57.9536241284255,22.517701745851575,15814,1145,93.2484226664308,6.751577333569196,4706,1134,4749,1527,1078,83,10589,2688,79.75446260450403,20.245537395495973,44,538,1261,976,2.4,7340,604,1335,1112,4499,7550,49.294828744123585,4.056413700470114,8.965748824714575,7.468099395567495,30.21490933512425,50.705171255876415,3,15814,5,12,3,11,3,32,9,3,297,9,7,31,6,3,35,13,3,3,15,26,0,3,66,9,9,0,3,3,54,152,7,0,9,50,3,36,4,19,11,9,11,6,0,4,32,0,9,3,96,1532,4645,967,4604,1364,1028,83,1537,6.933816619680494,35.54168344744261,27.829238824003223,63.37092227144585,10.545039602631228,5.0543697140555786,15.599409316686804,2.396294804671768,1.4901329037454691,10.209424083769633,1.0176531671858775,7.871235721703013,24.361370716510905,32.232606438213914,19.584631360332292,13.5202492211838,33.104880581516106,13.811007268951194,4.299065420560748,3.198338525441329,2.035306334371755,0.013435157686324424,18.427379437137606,25.540941875265172,43.96832131240277,16.433319191062086,10.97440248903974,27.407721680101822,10.380427096591713,3.4082873709517747,2.248621128553246,7.36812332060529,3.874982322160939,5.5,53.8,50.8,177,140,1163,1042,2806,227,336,3367,0.2339536851009834,0.1850481125092524,1.537221106059004,1.3772866659617216,3.7088928835783017,0.7441577667336364,2.5021148355715344,7140.8863,0.0,6.0,0.0,1.0,0.0,6.0,1.0,7.0,40298,0.05000000074505806,0.2199858854270063,35.400001525878906,8864.9912109375,40298,0.10999999940395357,0.2747518535736885,32.43000030517578,11071.9501953125
LGA14000,Hornsby,1538.1877,766.1560900000001,1490.0,723.75,1260.76074,1260.0,440.0,520.0,640.0,800.0,0.0,550.0,500.0,700.0,535.0,605.0,550.0,8284,19590,9677,8372,14697,20695,21080,17202,12158,7073,3841,27874,91723,23072,19.53753092823248,64.29077094533501,16.171698126432513,84949,52795,61.67165175978627,38.32834824021373,78835,5625,16898,4471,2379,659,101358,7509,93.10259307228084,6.8974069277191425,40,793,2372,2121,2.9,67497,2263,7197,5789,32046,47295,58.79939368597115,1.9713917346156529,6.26960066903617,5.0430343577949674,27.91657955258206,41.200606314028846,174,84949,135,40,46,341,168,8745,122,218,6015,341,177,589,119,2350,5398,651,1601,60,403,705,527,2671,588,1774,93,129,138,905,383,2146,105,453,138,1812,363,606,714,2018,85,1659,611,415,23,93,786,589,173,241,4164,4926,78375,3705,15116,2880,1945,655,5851,11.612875125223225,23.064593405636128,19.91201707391437,42.9766104795505,14.292434339474713,10.453416960669019,24.745851300143727,8.875822117688053,6.026394877825688,5.7624460995687965,1.3855697361061676,3.2948594091625565,9.248995779732546,12.543855188895106,11.537092591650989,10.418467483601972,21.95556007525296,21.42421314892968,13.949763563329434,18.231046931407946,0.9101540651853358,0.011613808946461615,7.310743836811095,11.88820113585604,19.198944972667135,11.858422138557419,10.178035862421034,22.036458000978453,19.06706655605896,12.509305936655819,16.129581179673707,8.431710377980558,1.465552081339204,4.8,64.8,61.7,12374,3327,28348,12148,11687,914,2769,15370,1.7653587926966017,0.4746523923793111,4.0443180099695555,1.7331160993759755,1.6673467116732816,0.5254417676985279,1.194406320709225,455.0375,1054.0,0.0,0.0,14.0,0.0,1054.0,14.0,1068.0,2552,0.1599999964237213,1.7317007417589143,41.34000015258789,4419.30029296875,2552,0.17000000178813934,1.838605061593848,50.18000030517578,4692.1201171875
LGA14100,Hunters Hill,3028.6923100000004,1334.71154,2755.0,1241.0,2181.70192,2125.0,400.0,600.0,850.0,1300.0,0.0,0.0,560.0,1100.0,0.0,0.0,680.0,718,1937,1162,686,1134,1699,2004,1640,1425,856,746,2655,8325,3027,18.954808310130648,59.43456843007068,21.61062325979867,9508,3684,72.0739842328684,27.926015767131595,7588,584,1398,485,292,50,9570,827,92.04578243724151,7.954217562758488,43,977,3301,2467,2.7,5989,214,844,789,3511,5358,52.78047060897153,1.8859610469727683,7.438089362827178,6.953379747951001,30.94209923327752,47.21952939102847,21,9508,3,9,6,39,14,455,19,51,559,22,18,68,87,132,110,37,56,7,83,174,42,80,46,84,12,6,10,5,37,210,9,4,12,64,49,60,57,145,11,32,29,23,6,27,119,64,23,18,436,813,7552,310,1130,263,226,52,928,12.296165711767296,18.281181137064785,15.06390480387836,33.34508594094315,11.679153812252093,9.572498898193038,21.25165271044513,8.267959453503746,14.99338915821948,9.845747025121199,1.6175621028307337,2.68630849220104,6.730213749277874,9.416522241478914,7.105719237435008,6.8746389370306185,13.980358174465628,15.135759676487579,12.998266897746966,33.91103408434431,1.3575967648757945,0.02229995627459554,8.657630083078269,9.925666812418017,18.58329689549628,8.723218189768255,7.258417140358548,15.981635330126805,13.533012680367293,12.155662439877567,26.366418889374728,9.422824661128116,1.7271534761696543,3.4,57.0,54.9,1221,313,2932,1067,784,71,249,1107,1.8141566623083325,0.465054082966837,4.35635326280756,1.5853441103054795,1.164863901105432,0.4754546535124213,1.8156424581005584,5.7169,102.0,0.0,0.0,0.0,0.0,102.0,0.0,102.0,32,5.369999885559082,11.472187042236328,21.729999542236328,367.1099853515625,32,5.130000114440918,12.063749313354492,20.299999237060547,386.03997802734375
LGA14170,Inner West,1739.5263799999998,847.4059300000001,1650.0,790.0,1308.09997,1270.0,450.0,600.0,850.0,1100.0,335.0,515.0,500.0,780.0,500.0,750.0,580.0,10743,17165,6783,12739,36902,31754,25239,18512,12191,6838,3170,27908,131929,22199,15.331033421960493,72.47412599705551,12.194840580983982,105719,62406,62.88118959107807,37.11881040892193,107333,5720,15133,3959,6280,2004,128186,12243,91.2817153152127,8.718284684787331,36,957,2498,2048,2.4,59652,3743,12902,5880,71944,94469,38.70465413538714,2.4286112859376723,8.37134459288481,3.815184173474088,46.680205812316295,61.29534586461286,23,105719,442,115,122,633,380,6373,318,356,8007,508,566,801,2694,951,2337,910,314,99,1350,3222,596,809,1066,1010,252,153,150,2341,333,4160,187,132,165,2068,489,874,441,898,180,343,384,1484,331,443,1498,3204,234,113,7545,13919,106941,4546,13955,2992,6025,2006,13622,7.6259310201645345,20.329976902914385,18.989567383800896,39.319544286715285,15.562634624866993,11.40970077595827,26.972335400825266,9.334855837853267,7.50201126307321,9.245322191368436,1.0885944985492904,3.454713119363037,9.412743752952023,12.867456872315064,10.591304738984727,9.410494590764939,20.001799329749673,20.370661928431662,14.529587728571107,21.64593688850903,0.8884190638986977,0.015132133616303747,8.662092624356777,11.543157833531994,20.20525045788877,11.913829694450095,10.705875512399338,22.61970520684943,18.215251330057853,12.668255952554002,15.652527836729947,7.628572259208652,1.4972235950809665,4.8,67.9,64.6,17982,4890,41396,13758,12359,994,2448,15790,1.9148915778634188,0.52073294493116,4.408233330955071,1.4650805432234966,1.3161019358699808,0.3665363591928533,1.66815574281117,35.3713,546.0,0.0,22.0,10.0,1.0,546.0,32.0,578.0,195,6.889999866485597,28.596717247596153,134.19000244140622,5576.35986328125,195,7.6500000953674325,30.290306991185894,122.8499984741211,5906.60986328125
